Archetype,Recency,Frequency,Average_Order_Value,Average_Session_Duration,Cart_Abandonment_Rate,Product_Views_per_Session,Last_Used_Platform,Total_Spend_Last_Year,Customer_Support_Interactions_Score
At-Risk,263,2,37.93,2761,0.5051,0,Web,68.75,6.74
Window Shoppers,87,0,0,36843,0.9584,31,Mobile App,0,3.88
At-Risk,280,2,68.07,3803,0.4391,1,Mobile App,127.17,0.83
At-Risk,303,1,50.45,3251,0.4996,3,Tablet,49.51,
Window Shoppers,52,0,0,36215,0.9164,31,Web,0,3.02
At-Risk,284,0,37.79,4921,0.6442,0,Mobile App,0,2.81
Window Shoppers,71,0,0,35109,0.9183,26,Mobile App,0,0
At-Risk,305,0,65.25,4507,0.3519,3,Web,0,3.86
At-Risk,273,0,53.64,5255,0.4968,3,Web,0,3.63
Loyal Low-Spenders,15,11,31.94,12165,0.0218,1,Mobile App,287.84,0.04
At-Risk,309,1,52.3,3844,0.5177,0,Mobile App,53.81,8.4
Window Shoppers,51,0,0,33518,0.8944,23,Web,0,6.82
Loyal Low-Spenders,18,19,31.25,7540,0.017,4,Web,720.59,3.06
Loyal Low-Spenders,25,12,28.37,9913,0.0399,4,Web,374.48,2.31
At-Risk,280,0,55.23,4659,0.686,3,Mobile App,0,1.38
At-Risk,294,2,56.16,3576,0.5106,0,Mobile App,91.62,7.37
Window Shoppers,58,0,0,35992,0.9951,29,Mobile App,0,3.55
Loyal Low-Spenders,19,17,33.12,9621,0.0417,6,Web,604.34,3.56
Potential High-Value,68,1,302.89,21631,0.4058,17,Mobile App,315.34,3.3
Window Shoppers,76,0,0,39052,0.8576,22,Mobile App,0,3.72
Window Shoppers,96,0,0,36158,0.9603,27,Tablet,0,4.33
Loyal Low-Spenders,18,23,31.56,5968,0.0552,4,Web,733.2,5.74
Potential High-Value,55,1,291.08,19456,0.3965,11,Web,313.95,7.06
Loyal Low-Spenders,15,16,32.87,12835,0.0159,3,Tablet,444.59,3.39
Loyal Low-Spenders,15,17,23.98,7466,0.0243,3,Web,357.13,6.97
Champions,8,26,177.92,6102,0.0414,2,Web,4758.98,
Window Shoppers,102,0,0,31849,0.9711,25,Mobile App,0,2.77
Loyal Low-Spenders,18,17,31.75,10511,0.0017,3,Mobile App,518.45,7.86
Potential High-Value,70,1,286.42,24415,0.2938,12,Mobile App,257.03,
Potential High-Value,67,2,337.41,20173,0.2601,13,Web,621.94,4.76
Window Shoppers,76,0,0,38081,0.9584,35,Web,0,6.61
Potential High-Value,61,2,307.68,26689,0.2307,9,Mobile App,698.9,3.78
At-Risk,258,1,41.91,5300,0.5636,1,Web,38.31,6.47
Loyal Low-Spenders,25,18,29.24,8577,0.0696,3,Web,587.24,4.63
Window Shoppers,92,0,0,35861,0.9164,29,Mobile App,0,3.02
Window Shoppers,91,0,0,36181,0.9706,21,Web,0,6.41
At-Risk,273,1,53.6,5731,0.5147,1,Mobile App,61.53,5.61
Loyal Low-Spenders,24,11,29.23,9189,0.0001,3,Web,359.27,4.78
Potential High-Value,73,2,295.81,20290,0.2612,18,Web,564.57,5.55
Window Shoppers,54,1,7.55,35751,0.9452,23,Web,7.79,4.14
Potential High-Value,66,2,294.89,23983,0.2834,17,Mobile App,593.43,4.16
Loyal Low-Spenders,20,14,28.4,9176,0.0177,2,Mobile App,412.15,3.28
Potential High-Value,60,1,335.82,20116,0.2787,22,Web,317.84,1.87
Potential High-Value,51,2,314.9,23515,0.4562,17,Mobile App,599.42,5.73
At-Risk,247,1,60.74,3654,,1,Mobile App,65.37,2.52
Loyal Low-Spenders,18,21,29.91,9490,0.007,1,Web,646.24,3.96
Loyal Low-Spenders,20,12,26.44,8443,0.0028,6,Web,363.15,7.13
Loyal Low-Spenders,20,20,30.73,9910,0.0371,4,Web,551.03,5.28
Window Shoppers,88,0,0,33332,0.9433,19,Mobile App,0,5.35
Loyal Low-Spenders,20,17,25.13,10552,0.0492,5,Mobile App,420.39,4.08
At-Risk,239,0,50.64,5731,,1,Web,0,2.76
Champions,9,39,216.73,6394,0.001,1,Web,7669.02,3.63
Champions,7,24,231.94,6598,0.0134,1,Tablet,5929.81,1.01
At-Risk,262,1,43.6,4485,,1,Mobile App,44.8,3.19
Loyal Low-Spenders,23,18,32.2,5445,0.0879,5,Web,630.18,4.76
Loyal Low-Spenders,21,16,26.76,10818,0.0051,4,Web,420.83,6.13
Window Shoppers,81,1,7.31,33954,0.9744,21,Mobile App,6.89,5.37
Window Shoppers,85,0,0,30615,0.9653,28,Mobile App,0,4.32
Champions,4,23,208.32,6826,0.0186,2,Tablet,5307.39,9.73
At-Risk,254,1,52.92,4038,0.6301,0,Tablet,59.01,6.92
Loyal Low-Spenders,24,13,28.76,8505,0.0194,1,Mobile App,363.03,2.62
At-Risk,291,0,51.4,3406,0.5566,1,Web,0,7.51
Potential High-Value,60,1,299.91,21607,0.3496,17,Web,282.48,5.26
At-Risk,234,0,40.31,5273,0.4215,4,Web,0,3.38
Loyal Low-Spenders,18,24,23.74,8231,0.0103,5,Web,575.49,3.59
Loyal Low-Spenders,18,25,30.96,9819,0.0871,3,Web,862.83,3.51
Potential High-Value,61,2,337.06,21996,0.4723,15,Web,749.12,3.22
Champions,8,25,207.55,7981,0.0021,1,Mobile App,4601.38,2.26
Window Shoppers,75,0,0,32241,0.953,26,Web,0,4.23
Loyal Low-Spenders,19,20,32.22,9242,0.0424,3,Web,721.81,4.24
Loyal Low-Spenders,18,19,30.63,9357,0.0219,1,Web,641.42,2.61
Loyal Low-Spenders,21,14,32.71,8830,0.0055,1,Web,403.21,6.46
Champions,9,22,219.66,4900,0.0073,4,Mobile App,4617.62,7.62
Window Shoppers,83,0,0,38776,0.9717,27,Web,0,2.67
Champions,10,30,241.08,5947,0.0043,2,Mobile App,7292.93,4.75
Potential High-Value,59,1,288.29,23820,0.2864,15,Web,334.14,5.54
Champions,10,20,173.02,7737,0.0147,3,Web,3374.89,4.62
Loyal Low-Spenders,25,24,26.85,10258,0.006,2,Web,591.92,3.91
Loyal Low-Spenders,20,21,32.35,10335,0.0442,6,Tablet,589.52,7.41
Loyal Low-Spenders,16,24,31.1,7511,0.0071,7,Web,647.81,3.79
Loyal Low-Spenders,21,10,27.72,8242,0.077,3,Web,279.87,
Loyal Low-Spenders,23,13,30.37,8414,0.0041,5,Mobile App,414.95,1.5
Loyal Low-Spenders,21,14,29.7,6720,0.0018,3,Web,395.01,8.83
At-Risk,258,0,44.14,3681,0.3946,2,Web,0,4.74
Loyal Low-Spenders,15,17,31.53,10620,0.0095,7,Mobile App,560,6.19
Window Shoppers,91,0,0,39769,0.9402,18,Mobile App,0,3.08
At-Risk,269,0,50.64,5160,0.3752,0,Web,0,3.54
Potential High-Value,73,5,322.35,,0.3024,12,Web,1312.39,4.06
Window Shoppers,85,0,0,33604,0.8502,24,Mobile App,0,2.22
Window Shoppers,78,0,0,36955,0.9382,31,Web,0,7.72
Loyal Low-Spenders,22,17,31.61,8716,0.0144,5,Web,503.16,6.47
At-Risk,272,0,39.86,4543,0.4492,3,Web,0,4.2
Potential High-Value,53,1,284.84,24656,0.315,26,Mobile App,335.36,6.39
Potential High-Value,57,1,346.36,22560,0.3123,9,Web,382.15,5.68
At-Risk,234,0,45.83,3092,0.4176,3,Web,0,2.65
Window Shoppers,71,0,0,34241,0.9715,27,Web,0,5.67
Champions,10,36,221.43,8042,0.0119,3,Web,8304.22,3.94
Potential High-Value,67,1,279.38,19275,0.4643,16,Web,304.45,7.6
At-Risk,321,0,55.02,4103,0.5123,1,Mobile App,0,4.7
Champions,7,20,233.77,5995,0.0205,3,Web,4164.58,
Champions,9,23,187.96,7387,0.0014,2,Mobile App,4071.45,7.67
Window Shoppers,65,0,0,41278,0.9186,37,Mobile App,0,5.97
Window Shoppers,87,0,0,35290,0.969,23,Mobile App,0,2.14
Loyal Low-Spenders,16,15,23.85,6957,0.0111,4,Web,383.99,1.9
Window Shoppers,63,0,0,33912,0.9177,24,Web,0,3.7
Window Shoppers,54,0,0,37524,0.9719,23,Web,0,2.82
At-Risk,245,1,67.82,4596,0.4422,1,Web,74.27,7.15
At-Risk,273,0,42.84,4959,0.4176,2,Mobile App,0,6.49
Window Shoppers,68,0,0,,0.913,25,Mobile App,0,6.2
At-Risk,242,0,58.96,4550,0.533,0,Mobile App,0,5.78
Loyal Low-Spenders,15,24,27.23,7537,0.0135,3,Mobile App,633.49,6.3
Champions,8,27,230,6295,,2,Web,6965.37,5.23
Window Shoppers,87,0,0,38145,0.9253,30,Web,0,6.76
Potential High-Value,58,1,312.87,,0.2344,17,Web,387.17,6.84
Loyal Low-Spenders,23,20,28.47,8443,0.0057,4,Mobile App,487.82,8.36
Champions,8,22,182.13,6975,0.0041,2,Mobile App,4895.65,3.12
Window Shoppers,79,0,0,36304,0.9615,29,Tablet,0,2.47
Window Shoppers,70,0,0,33022,0.9153,19,Web,0,2.98
Potential High-Value,54,2,301.43,25153,0.3986,17,Mobile App,578.96,3.12
Window Shoppers,64,0,0,30845,0.9363,36,Web,0,4.74
Loyal Low-Spenders,26,17,25.02,9850,,1,Web,510.6,4.19
Champions,8,25,199.64,6726,0.009,3,Web,4455.5,5.46
Loyal Low-Spenders,20,21,32.4,8156,0.0352,1,Web,679.21,4.82
Loyal Low-Spenders,17,22,30.46,9339,0.0262,3,Mobile App,650.73,4.02
Champions,8,25,210.3,7236,0.002,3,Tablet,5714.73,6.54
Window Shoppers,64,0,0,36216,0.9253,27,Mobile App,0,6.21
Champions,9,21,188.78,8373,0.0238,2,Mobile App,3928.04,6.18
At-Risk,283,0,30.34,4988,0.3935,0,Mobile App,0,5.26
Window Shoppers,82,0,0,35581,0.9516,27,Mobile App,0,8.22
Champions,8,25,216.89,7235,0.0134,5,Web,5235.91,6.37
Potential High-Value,75,3,333.8,22769,0.2576,18,Web,1034.2,4.22
At-Risk,264,0,37.34,4773,0.5342,2,Web,0,3.18
Window Shoppers,97,0,0,34129,0.9884,29,Mobile App,0,3.58
Champions,12,27,225.06,7592,0,2,Web,5669.55,7.2
At-Risk,261,0,44.5,5027,0.5535,1,Web,0,6.02
Loyal Low-Spenders,20,17,31.53,8468,0.0416,4,Web,539.08,4.02
Potential High-Value,75,3,280.48,21403,0.2021,21,Tablet,834.75,3.8
At-Risk,296,2,35.7,3971,0.4217,0,Tablet,75.68,5.21
Window Shoppers,66,0,0,37898,0.9593,29,Tablet,0,3.73
Potential High-Value,77,2,326.46,21260,0.4306,15,Web,719.23,9.54
Champions,6,15,219.81,6147,0.0001,3,Web,3530.98,5.47
Window Shoppers,52,0,0,36836,0.9608,16,Mobile App,0,4.04
Loyal Low-Spenders,23,18,29.44,11767,0.0065,1,Mobile App,558.4,5.54
At-Risk,236,1,48.99,4224,0.4746,3,Web,54.54,5.03
At-Risk,269,3,57.8,4026,0.4288,0,Web,167.99,
Potential High-Value,64,1,328.8,23800,0.3118,25,Mobile App,317.52,7.11
Window Shoppers,85,0,0,36088,0.9761,25,Mobile App,0,2.02
Loyal Low-Spenders,19,9,30.68,7321,0.0433,3,Web,252.15,7.42
At-Risk,239,0,59.5,4092,0.5168,1,Tablet,0,2.24
Loyal Low-Spenders,22,19,30.14,8092,0.0293,4,Mobile App,605.09,8.95
Loyal Low-Spenders,17,13,34.36,8626,0.0753,3,Web,406.38,5.68
Window Shoppers,70,1,5.57,34255,0.9652,21,Web,6.28,7.08
Champions,7,25,221.2,7503,0.0064,1,Tablet,5534.35,0.19
Window Shoppers,82,0,0,32915,,21,Mobile App,0,3
Loyal Low-Spenders,17,22,26.9,9123,0.0639,5,Mobile App,641.8,3.65
Champions,10,23,197.62,7235,0.0022,1,Mobile App,4207.36,0.9
Potential High-Value,60,1,313.54,,,13,Web,298.54,6.31
Potential High-Value,73,3,278.76,28057,0.3921,19,Mobile App,787.27,2.7
Loyal Low-Spenders,22,12,32.52,8620,0.0726,3,Web,358.79,5.04
Champions,11,27,226.69,7241,0.0343,4,Web,6987.33,5.23
At-Risk,252,1,57.25,3627,0.5793,3,Web,44.85,6.17
At-Risk,273,1,47.67,1905,0.483,1,Web,47.85,4.16
Champions,11,26,201.64,7357,0.0001,3,Web,5168.34,3.98
Loyal Low-Spenders,20,22,26.58,8805,0.0401,1,Web,550.73,6.4
Loyal Low-Spenders,18,17,27,7874,0.0063,2,Web,453.31,3.72
Loyal Low-Spenders,23,15,28.33,,0.0103,4,Web,479.12,5.95
Window Shoppers,73,0,0,38625,0.9432,24,Mobile App,0,6.42
Window Shoppers,88,1,10.41,37105,0.9366,17,Mobile App,10.09,4.51
Loyal Low-Spenders,23,24,30.07,10053,0.0277,6,Tablet,788.65,3.29
Window Shoppers,68,0,0,37330,0.9337,20,Web,0,5.85
Champions,9,23,191.16,6473,0.0088,1,Mobile App,3692.14,4.9
Window Shoppers,107,0,0,39224,0.9118,20,Web,0,4.95
Loyal Low-Spenders,20,17,23.32,8348,0.0014,3,Web,430.69,6.41
Potential High-Value,70,2,267.36,23175,0.3615,16,Web,546.39,10
Champions,6,24,209.43,5309,0.0019,2,Web,5329.81,0.65
Window Shoppers,66,0,0,36266,0.9656,24,Web,0,4.81
Window Shoppers,75,0,0,35645,0.9495,26,Web,0,5.91
At-Risk,278,0,52.07,4389,0.3165,1,Mobile App,0,3.14
Window Shoppers,89,0,0,35971,0.9187,20,Web,0,6.11
Potential High-Value,53,2,281.9,24914,0.428,15,Mobile App,730.58,3.6
Window Shoppers,71,0,0,39892,0.9654,22,Web,0,4.24
At-Risk,238,1,52.78,2653,0.5052,0,Mobile App,49.65,7.66
At-Risk,281,0,47.8,4701,0.4984,0,Mobile App,0,1.94
Champions,7,21,240.36,6580,0.0009,1,Mobile App,4571.51,4.21
Potential High-Value,70,1,271.42,23879,0.4136,17,Mobile App,248.64,8.46
Loyal Low-Spenders,20,14,29.84,11120,0.0069,3,Mobile App,446.51,3.8
Loyal Low-Spenders,21,18,29.75,6981,0.0525,1,Mobile App,570,2.86
Window Shoppers,77,0,0,38295,0.9705,15,Web,0,2.08
Window Shoppers,56,0,0,36624,0.97,34,Mobile App,0,6.35
At-Risk,244,3,41.7,2356,0.5353,1,Mobile App,121.87,1.36
Window Shoppers,70,0,0,33915,0.9522,26,Web,0,3.96
Potential High-Value,72,1,329.07,22452,0.3146,19,Mobile App,308.24,2.36
Window Shoppers,73,0,0,36987,0.9163,16,Mobile App,0,4.52
Champions,8,29,221.04,6380,0.0297,3,Web,6383.66,3.95
At-Risk,273,0,53.64,4687,0.6473,3,Mobile App,0,4.74
Loyal Low-Spenders,20,21,27.6,7662,0.0167,6,Mobile App,571.28,6.97
Champions,9,18,210.63,7129,0.0003,1,Web,2965.61,
Window Shoppers,87,0,0,36686,,25,Web,0,3.47
At-Risk,279,2,41.5,4002,0.664,0,Mobile App,73.38,2.93
Potential High-Value,46,1,325.42,,0.259,17,Web,310.2,5.3
At-Risk,253,0,48.91,5297,0.4217,1,Mobile App,0,5.41
Loyal Low-Spenders,17,17,31.5,11864,0.0197,2,Web,679.64,4.62
Window Shoppers,109,0,0,38034,0.9009,20,Mobile App,0,
At-Risk,272,0,48.27,3072,0.3472,1,Mobile App,0,3.56
Loyal Low-Spenders,24,23,27.41,8427,0.0107,6,Web,757.7,7.96
Loyal Low-Spenders,17,11,24.93,8339,0.0515,6,Web,269.98,3
Loyal Low-Spenders,19,12,34.19,5627,0.0321,3,Mobile App,348.62,4.67
Potential High-Value,61,6,295.93,22657,0.3672,16,Tablet,1732.54,3.82
At-Risk,260,0,49.64,3744,0.4192,0,Mobile App,0,4.6
Window Shoppers,84,0,0,34092,0.9658,28,Web,0,7.66
Champions,11,19,205.96,6660,0.0075,1,Mobile App,3541,4.96
At-Risk,277,0,50.84,4941,0.561,3,Mobile App,0,4.36
Potential High-Value,65,4,282.98,25574,0.2564,14,Web,1127.54,3.55
Potential High-Value,63,1,321.09,22042,0.3295,21,Mobile App,309.4,3.1
Loyal Low-Spenders,20,12,28.25,6880,0.0119,5,Web,331.52,5.44
Loyal Low-Spenders,21,20,27.63,6347,0.0153,3,Web,611.49,6.54
Loyal Low-Spenders,21,14,30.29,7383,0.0098,4,Web,478.02,1.59
At-Risk,285,1,51.55,3491,0.4793,4,Tablet,55.72,0.46
At-Risk,244,0,42.83,3646,0.6318,1,Mobile App,0,0.98
Loyal Low-Spenders,19,32,29.65,9945,0.0698,3,Mobile App,836.91,4.25
At-Risk,281,0,42.4,4918,0.6015,0,Mobile App,0,5.92
Champions,5,18,209.07,9198,0.0149,3,Mobile App,3882.71,3.82
Window Shoppers,105,0,0,38447,0.9431,30,Mobile App,0,0
At-Risk,263,0,45.8,3257,0.3767,1,Web,0,7.53
Champions,6,29,220.4,7882,0.0036,3,Mobile App,7140.38,4.89
Champions,4,24,208.62,7350,0.0001,2,Tablet,4733.56,3.39
At-Risk,307,0,43.91,3949,0.5092,2,Mobile App,0,5.38
At-Risk,269,2,48.18,2304,0.5766,1,Mobile App,96.35,4.3
Loyal Low-Spenders,21,15,35.22,8323,0.0207,6,Web,601.48,4.86
Loyal Low-Spenders,23,14,32.87,10608,0.0182,1,Mobile App,474.03,3.85
Potential High-Value,75,1,298.18,23759,0.3282,13,Mobile App,279.71,4.74
Potential High-Value,71,2,283.23,25055,0.3414,10,Mobile App,561.17,
Window Shoppers,40,1,10.22,35256,0.9874,25,Tablet,9.46,5.96
Potential High-Value,64,4,311.56,19089,0.3235,8,Mobile App,1257.57,3.39
Loyal Low-Spenders,16,16,26.91,10506,0.0153,2,Web,400.82,2.68
Champions,8,32,204.19,7432,0.0066,4,Mobile App,6200.87,5.8
At-Risk,311,3,48.35,5033,0.2984,2,Mobile App,172.67,6.81
At-Risk,281,1,64.65,3033,0.3769,0,Web,56.05,3.66
Potential High-Value,60,1,273.02,23699,0.2872,25,Mobile App,273.7,
At-Risk,287,1,57.29,3878,0.5736,3,Mobile App,53.42,3.24
Window Shoppers,96,0,0,36084,0.9793,27,Mobile App,0,3.05
Champions,6,26,218,6884,0.0008,7,Mobile App,5441.21,4.54
Potential High-Value,65,2,288.89,23644,0.3073,17,Web,482.18,2.64
Loyal Low-Spenders,22,15,28.37,7601,0.0143,1,Mobile App,423.76,5.95
Loyal Low-Spenders,18,13,32.48,7033,0.0196,4,Mobile App,457.04,4.73
Window Shoppers,80,0,0,36350,0.9341,31,Mobile App,0,7.06
Loyal Low-Spenders,21,10,29.73,8704,0.001,5,Mobile App,258.21,7.39
Window Shoppers,45,0,0,38264,0.9822,28,Tablet,0,5.63
At-Risk,292,1,45.51,5470,0.5848,2,Web,45.25,4.68
Potential High-Value,54,2,293.75,21628,0.1579,13,Web,608.67,6.35
Window Shoppers,97,2,10.88,33170,0.9511,25,Web,24.75,5.17
At-Risk,294,0,39.43,,0.499,1,Web,0,2.87
Loyal Low-Spenders,13,14,26.91,7762,0.0191,4,Mobile App,398.82,6.13
Window Shoppers,97,0,0,37203,0.88,33,Tablet,0,6.18
At-Risk,248,2,48.06,3298,0.6109,1,Web,94.66,5.45
Loyal Low-Spenders,26,16,27.67,9380,0.0079,4,Tablet,518.22,5.29
Loyal Low-Spenders,18,15,30.71,9543,0.0093,1,Mobile App,411.08,4.85
Potential High-Value,50,1,319.18,23125,0.3467,19,Web,355.71,5.46
Potential High-Value,59,1,303,23360,0.3161,12,Mobile App,288.51,1.96
Loyal Low-Spenders,21,20,32.76,11641,0.017,4,Web,599.6,4.64
Window Shoppers,96,0,0,33956,0.9192,27,Web,0,6.4
Window Shoppers,91,0,0,33411,0.9345,27,Web,0,
At-Risk,266,1,41.33,4449,0.5383,2,Web,43.64,5.84
Loyal Low-Spenders,16,22,28.22,9737,0.0188,9,Mobile App,687.87,6.22
At-Risk,254,1,59.98,4742,0.5359,0,Mobile App,65.45,4.38
Window Shoppers,90,0,0,39849,0.9606,24,Mobile App,0,5.75
Champions,11,21,192.14,8240,0.0031,2,Web,3785.84,3.24
At-Risk,238,0,37.8,4807,0.3912,1,Web,0,7.25
Champions,9,23,199.07,8051,0.0034,1,Web,4698.62,5.84
Loyal Low-Spenders,18,19,26.28,6476,0.0265,7,Web,462.96,6.05
Window Shoppers,83,0,0,38254,0.9555,19,Mobile App,0,2.25
Champions,5,26,217.46,8357,,2,Mobile App,5302.33,10
At-Risk,245,1,45.41,5017,0.5791,1,Mobile App,46.85,2.27
Loyal Low-Spenders,23,16,26.98,8025,0.0159,5,Tablet,471.94,5.75
At-Risk,289,0,46.43,6224,0.6142,0,Web,0,7.8
At-Risk,266,2,63.18,3075,0.4789,3,Web,117.18,5.86
Window Shoppers,69,0,0,38391,0.94,22,Mobile App,0,5.23
Window Shoppers,87,0,0,37081,0.9278,27,Mobile App,0,9.44
Loyal Low-Spenders,19,16,37.65,8352,0.0128,2,Web,601.18,3.51
Loyal Low-Spenders,21,12,23.6,9039,0.0242,4,Mobile App,295.77,1.06
Potential High-Value,63,1,323.26,23063,0.4894,20,Web,368.34,4.69
Champions,12,19,222.09,7503,0.008,2,Web,3688.86,5.37
Champions,6,27,212.38,7747,0.0468,1,Web,5873.5,5.68
Potential High-Value,62,1,309.8,21079,,14,Mobile App,314.77,2.48
At-Risk,258,1,52.03,4142,0.344,4,Web,51.57,7.73
Champions,11,22,201.99,7169,0.0005,2,Tablet,4316.46,
Champions,10,28,203.46,5952,0.0387,4,Web,5179.14,4.41
At-Risk,291,1,55.05,4659,0.6477,1,Web,57.03,5.1
Window Shoppers,75,0,0,36442,0.9274,27,Tablet,0,9
Window Shoppers,68,0,0,32253,0.9639,23,Mobile App,0,4.29
Champions,8,20,203.85,6460,0.0035,3,Mobile App,3368.16,4.83
At-Risk,263,0,44.38,4147,0.5172,2,Mobile App,0,3.88
Window Shoppers,81,0,0,29350,0.8991,14,Mobile App,0,7.53
At-Risk,271,0,45.82,4989,0.5504,1,Mobile App,0,5.87
Potential High-Value,53,1,265.68,19444,0.2717,15,Mobile App,254.1,1.14
Loyal Low-Spenders,23,18,28.15,6410,0.0546,5,Web,591.84,7.25
Potential High-Value,57,2,275.49,23060,0.4536,16,Mobile App,649.34,6.69
At-Risk,261,0,34.72,3343,0.5552,0,Web,0,10
Loyal Low-Spenders,15,20,30.18,5823,0.0314,1,Web,618.26,
Potential High-Value,56,3,259.75,22823,0.3869,17,Mobile App,765.85,3.01
Loyal Low-Spenders,23,17,27.69,8618,0.0132,4,Mobile App,420.33,3.78
At-Risk,263,2,61.81,3888,0.6863,1,Mobile App,111.15,6.76
Window Shoppers,80,0,0,,0.953,28,Mobile App,0,7.17
Loyal Low-Spenders,20,14,33.02,9425,0.0085,4,Mobile App,338.25,8.45
Loyal Low-Spenders,24,18,29.98,8941,0.0053,4,Mobile App,554.01,8.07
Loyal Low-Spenders,22,10,26.02,7886,0.0665,5,Web,239.16,4.33
Loyal Low-Spenders,18,17,36.24,8755,0.0301,2,Web,666.77,4.52
At-Risk,259,0,54.54,4082,0.529,2,Web,0,6.54
Potential High-Value,65,3,273.21,23909,0.334,23,Web,954.69,4.45
Potential High-Value,67,2,259.44,27293,0.2684,15,Web,500.72,7.36
Loyal Low-Spenders,22,18,32.76,11006,0.0014,2,Mobile App,647.03,
Champions,7,27,207.63,4424,0.0075,1,Web,6141.24,2.41
Loyal Low-Spenders,24,13,35.85,9515,0.0046,4,Mobile App,507.32,4.97
Window Shoppers,109,1,10.32,33802,0.9037,19,Mobile App,10.36,4.63
Loyal Low-Spenders,23,15,34.29,11269,0.0085,3,Web,554.47,6.87
Window Shoppers,83,0,0,36979,0.9728,26,Web,0,3.56
Potential High-Value,53,2,266.21,23515,0.2565,23,Web,519,5.43
Loyal Low-Spenders,20,13,35.5,10326,0.0004,5,Web,497.77,4.21
Window Shoppers,71,0,0,31657,0.9655,30,Web,0,4.02
Window Shoppers,76,0,0,37353,0.9329,35,Tablet,0,6.19
Loyal Low-Spenders,22,18,26.59,9739,0.003,5,Web,409.87,0.9
Window Shoppers,81,0,0,34882,0.9411,25,Web,0,2.26
Loyal Low-Spenders,17,8,27.92,6870,0.025,3,Mobile App,261,4.68
Window Shoppers,77,0,0,36327,0.9781,17,Mobile App,0,1.34
Potential High-Value,58,3,283.86,18555,0.3963,21,Web,915.18,9.67
Loyal Low-Spenders,18,21,29.26,8936,0.0004,3,Mobile App,563.7,1.69
Loyal Low-Spenders,21,19,27.77,9448,0.0048,2,Web,510.86,0.59
At-Risk,260,0,49.85,5326,0.408,3,Mobile App,0,4.88
At-Risk,261,3,39.25,4092,,1,Mobile App,107.34,4.74
Window Shoppers,104,0,0,30462,0.8632,21,Web,0,5.77
Loyal Low-Spenders,19,14,30.48,12376,0.0173,7,Web,449.56,4.86
Potential High-Value,58,3,283.19,23317,0.4578,22,Mobile App,791.77,5.67
Loyal Low-Spenders,22,24,30.61,7573,0.0632,4,Web,790.92,
Champions,5,24,200.66,7504,0.0053,4,Tablet,4641.15,4.12
Potential High-Value,70,2,270.4,21969,0.3878,16,Mobile App,546.87,5.26
At-Risk,272,3,54.34,5011,0.5933,1,Mobile App,199.06,6.57
At-Risk,277,2,47.08,4399,0.3884,0,Mobile App,92.75,6.53
Loyal Low-Spenders,17,21,31.75,9247,0.0913,3,Web,672.43,6.85
Loyal Low-Spenders,22,21,30.19,6382,0.0401,5,Mobile App,601.47,7.51
Window Shoppers,103,0,0,39506,0.9619,27,Mobile App,0,7.09
Loyal Low-Spenders,17,13,32.15,9355,0.0175,1,Mobile App,410.88,5.53
Loyal Low-Spenders,20,20,24.95,8356,0.044,4,Mobile App,472.17,2.52
Loyal Low-Spenders,23,15,33.68,8595,0.0318,5,Mobile App,499.13,6.83
Loyal Low-Spenders,18,10,29.57,9684,0.0205,4,Web,284.93,3.84
Window Shoppers,80,0,0,34533,0.9749,24,Web,0,5.03
Champions,10,20,171.31,8672,0.0241,3,Mobile App,3170.66,4.19
Window Shoppers,74,0,0,39776,0.9502,27,Web,0,2.36
Champions,9,25,195.11,6858,0.0001,4,Web,4425.11,5.31
Loyal Low-Spenders,17,14,30.04,10664,0.0068,7,Mobile App,358.51,6.97
Window Shoppers,89,0,0,35712,0.9107,25,Mobile App,0,7.43
Window Shoppers,71,0,0,34093,0.9505,23,Tablet,0,4.38
At-Risk,296,2,42.6,3774,0.5173,2,Web,95.26,2.1
Window Shoppers,101,0,0,33485,0.9496,13,Web,0,7.23
At-Risk,247,1,62.63,6497,0.4539,2,Mobile App,68.14,1.68
Window Shoppers,54,0,0,35476,0.9691,33,Web,0,8.22
Loyal Low-Spenders,23,13,27.82,10873,0.0325,2,Web,321.08,2.27
Champions,6,30,230.41,7454,0.002,1,Mobile App,6835.19,4.23
At-Risk,293,0,41.79,3946,0.4913,2,Web,0,6.85
Loyal Low-Spenders,18,13,28.9,8742,0.0058,7,Web,373.97,3.1
Champions,6,29,241.19,10508,0.0003,4,Web,6217.06,4.77
At-Risk,262,1,49.29,4336,0.4534,1,Web,44.65,6.28
Loyal Low-Spenders,18,18,30.09,7716,0.024,4,Web,445.65,8.55
At-Risk,281,1,50.08,5009,0.6165,1,Mobile App,56.99,2.64
Loyal Low-Spenders,25,10,31.54,7720,0.0087,2,Web,325.53,3.06
Window Shoppers,79,0,0,35931,0.9521,25,Mobile App,0,3.81
Window Shoppers,70,0,0,38393,0.9691,19,Web,0,
Window Shoppers,68,0,0,33346,0.9747,22,Web,0,0.91
Potential High-Value,50,4,271.01,23697,0.3362,19,Mobile App,984.33,5.34
At-Risk,270,0,58.44,3212,0.413,2,Web,0,6.43
Potential High-Value,72,4,297.29,24830,0.4335,21,Web,1063.36,4.44
Champions,8,23,220.16,6572,0.058,2,Mobile App,5170.86,6.26
Window Shoppers,51,0,0,35282,0.9095,25,Mobile App,0,4.77
Potential High-Value,61,2,294.94,25374,0.2631,20,Mobile App,548.59,6.2
